"full_branch","superkingdom","kingdom","phylum","class","order","spp_list"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Opiliones;Phalangida;Laniatores;Insidiatores;Travunioidea;Cryptomastridae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Arachnida_6854","Opiliones_43271","2979189;2975108;2975106;2975102;2975095;2975093;2975088;2975077;2975075;2975074;2974613;2974610;2974607;2964685;2901322;2899584;2899582;2899569;2899568;2898262;2898258;2898257;2898256;2898255;2898254;2862981;2862979;2862977;2862976;2834881;2822793;2822772;2822185;2822184;2822153;2822152;2822151;2822150;2822149;2822148;2822147;2822146;2822145;2822144;2822143;2822142;2822141;2803876;2793199;2771281;2769551;2769550;2769323;2769322;2769321;2769320;2769319;2769318;2769317;2769316;2769315;2761852;2761698;2761696;2761694;2761692;2761690;2761688;2761686;2761684;2761682;2761681;2761679;2761677;2761675;2761673;2761671;2761669;2761667;2761665;2761663;2761661;2761659;2761657;2761655;2761653;2761652;2761651;2761650;2761649;2761648;2761647;2761646;2761645;2761644;2761643;2761642;2761641;2761640;2761638;2744578;2744577;2741517;2736599;2735981;2735980;2735979;2735978;2718167;2718040;2718039;2718038;2718021;2718020;2718013;2718012;2718011;2717996;2717995;2717994;2717993;2717985;2717984;2717973;2717971;2717970;2717967;2717966;2717965;2717964;2717962;2717960;2717959;2717957;2717955;2717953;2717952;2717950;2717948;2717947;2717946;2717945;2717944;2717943;2717942;2717939;2717938;2717936;2717935;2717933;2717932;2717930;2717929;2717926;2717921;2717920;2717915;2717913;2717912;2717911;2717910;2717906;2717905;2717902;2717901;2717900;2717899;2717897;2717895;2706864;2663262;2607689;2607687;2607685;2607683;2607682;2607681;2607680;2598929;2598928;2598927;2598926;2594691;2594579;2594574;2594572;2594571;2594569;2594567;2594565;2594560;2594559;2594558;2592589;2592584;2590747;2589416;2588458;2588457;2584098;2584096;2583242;2571215;2571214;2569601;2569595;2569593;2566056;2530504;2529429;2518926;2518895;2518891;2518889;2518887;2518886;2518885;2518884;2518883;2518882;2518881;2518388;2518387;2518386;2518385;2518383;2518381;2518380;2518379;2518377;2518376;2518375;2517256;2507154;2507153;2488592;2488591;2488590;2382129;2301645;2301644;2301643;2301625;2268856;2268463;2267481;2267479;2267478;2267477;2267473;2250541;2250540;2250539;2250538;2250537;2250536;2250535;2218622;2172086;2172084;2172082;2172080;2172079;2172077;2172075;2172073;2172071;2172065;2172063;2172056;2172054;2172053;2172052;2172051;2162907;2072379;2072377;2072363;2072362;2072361;2072360;2072359;2072358;2072357;2070254;2070242;2070241;2070015;2069869;2069867;2069865;2069860;2069858;2069856;2069854;2069852;2069851;2069850;2069848;2069846;2069842;2069838;2069834;2069833;2069832;2069831;2069829;2069827;2069825;2069824;2069823;2069821;2069820;2069818;2069814;2069809;2069806;2069804;2069802;2069801;2069799;2069795;2069793;2069792;2069790;2069789;2069787;2069785;2069784;2069782;2069780;2069778;2069777;2069775;2069773;2069772;2069771;2069770;2069768;2069767;2069766;2069765;2069764;2069763;2069762;2069760;2069758;2069756;2069754;2069752;2069750;2069749;2069747;2069745;2069743;2069741;2069739;2069737;2069736;2069734;2069732;2069731;2069729;2069728;2069727;2069726;2069725;2069724;2069723;2069722;2069721;2069720;2069719;2069718;2069717;2069716;2069715;2069714;2069713;2069712;2069711;2069710;2069709;2069708;2069707;2069706;2069705;2069703;2069702;2069701;2069700;2069699;2069698;2069697;2069696;2069695;2069694;2069693;2069692;2069691;2069690;2069689;2069688;2069687;2069686;2069685;2069684;2069683;2069682;2069681;2069680;2069678;2069677;2069676;2069675;2069674;2069673;2069672;2069671;2069670;2069669;2069668;2069667;2069666;2069665;2069661;2069660;2069659;2069658;2069657;2069656;2069655;2069654;2069653;2069652;2069651;2069650;2069649;2069648;2069647;2069646;2069645;2069644;2069643;2058442;2058441;2058438;2058436;2058434;2055735;2048888;2048887;2048886;2048885;2048884;2048883;2005537;2005536;1972187;1972186;1972185;1972184;1972183;1972182;1972181;1969364;1969354;1969353;1963343;1963334;1963321;1963319;1963318;1963314;1963310;1963309;1963307;1963304;1963300;1963299;1963298;1963297;1963295;1963294;1963293;1963292;1963291;1963290;1955541;1955539;1955537;1955535;1955533;1955532;1955531;1955530;1955529;1954383;1954382;1943859;1926215;1926195;1926194;1926192;1926191;1926171;1907025;1907022;1907021;1906966;1903053;1903052;1882370;1882263;1882262;1882261;1882260;1882259;1882258;1882257;1882256;1882255;1882254;1882253;1879007;1879006;1879005;1874524;1853757;1853756;1853755;1853752;1853751;1853750;1853749;1853748;1853747;1820137;1812931;1805728;1804061;1804059;1804058;1804057;1804056;1804055;1804054;1804053;1804052;1804051;1804050;1804049;1804048;1804047;1804046;1804045;1804044;1804043;1804042;1798762;1778390;1774229;1774226;1766113;1766111;1766109;1766108;1766107;1766105;1766103;1766101;1766099;1766098;1766096;1766094;1766092;1766091;1766089;1759713;1737400;1737398;1737396;1737389;1737388;1737387;1737386;1737385;1737384;1737383;1737382;1737381;1737380;1737379;1737378;1737377;1737376;1737375;1712241;1712228;1687586;1686664;1640382;1640381;1636248;1627888;1627887;1604404;1604403;1604402;1604401;1604399;1603476;1603475;1603474;1603473;1603472;1603471;1585542;1585541;1579258;1579257;1579255;1579254;1579253;1579252;1579251;1579249;1579248;1579247;1574031;1574030;1574029;1540204;1538638;1538637;1538636;1538635;1538634;1538633;1538632;1538631;1538630;1518894;1518893;1508515;1503484;1503482;1502899;1502897;1502896;1502895;1502894;1502893;1502892;1502891;1502890;1502889;1502872;1498001;1497999;1470549;1470548;1454760;1454759;1454756;1450009;1450007;1450005;1441640;1441639;1441638;1440955;1440953;1440951;1440949;1440947;1440945;1440943;1440941;1440939;1440937;1440935;1440933;1440931;1440929;1440927;1440925;1440923;1440921;1440919;1440917;1440915;1440913;1440911;1440909;1440907;1440905;1440903;1440902;1440900;1440898;1440896;1440895;1440893;1440891;1440889;1440887;1440885;1440884;1440883;1440881;1440879;1440877;1440875;1440873;1440871;1440869;1440867;1440865;1440863;1440861;1440859;1440857;1440855;1440853;1440851;1440847;1440845;1440843;1440841;1440840;1440838;1440836;1440834;1440832;1440830;1440828;1440827;1440826;1440824;1440822;1440820;1440819;1440815;1440813;1440811;1440809;1440807;1440805;1440800;1440799;1440798;1440797;1440796;1440795;1440794;1440793;1432322;1432321;1432320;1352926;1350412;1350410;1350409;1350408;1350406;1350405;1348668;1348667;1348666;1348665;1348664;1339104;1339101;1267525;1264955;1264953;1264952;1264951;1264950;1264949;1264948;1264947;1264946;1264945;1264944;1264943;1264942;1264941;1264939;1224683;1224682;1224681;1183386;1183385;1183384;1183383;1183381;1183141;1183137;1183136;1177199;1165313;1165312;1165311;1165310;1165309;1165308;1165307;1165306;1165305;1160277;1160275;1160271;1160269;1160267;1160266;1160265;1160264;1160263;1160262;1160261;1160260;1160259;1160258;1160257;1160255;1160254;1160253;1160252;1160251;1160250;1160249;1160248;1160247;1160246;1160245;1160244;1160243;1160242;1160241;1160240;1160239;1160238;1160237;1160236;1159944;1159943;1159942;1159941;1159940;1159939;1159938;1159937;1159936;1159935;1159934;1159933;1159932;1159931;1159930;1159929;1159928;1159927;1159926;1159925;1159924;1159923;1159922;1159921;1159920;1159919;1159918;1159917;1159916;1159915;1159914;1159913;1159912;1159911;1159910;1137955;1137953;1137951;1137408;1137371;1137349;1137348;1137346;1137338;1137337;1099863;1099861;1099860;1099859;1099858;1099857;1099856;1097419;1097418;1097417;1097414;1097413;1097411;1097410;1046855;1046795;1038907;1038906;1038900;1038899;1038898;1038897;1038896;1038895;1038888;1038876;1038875;1038874;1038873;1028136;1016944;1007617;1006742;1006740;1006738;1006737;1006676;1006674;1006671;864040;864036;864035;864034;864008;864006;864004;864002;864000;863998;863994;863990;863988;863984;863982;863980;863978;863976;863974;863972;863970;863968;863966;863951;863950;863949;863948;765814;765812;765810;765808;765806;765804;765800;765797;710138;708402;703901;703435;703431;703430;703429;703427;703426;703425;703424;703423;703422;681537;673264;673263;673262;673261;673260;673259;673257;673253;673251;673250;673248;673246;673244;673242;673241;673239;673238;673236;673235;673233;673232;673231;673230;673229;673228;673227;673226;673225;673224;671171;671170;671169;671168;671167;671166;656479;656477;656476;656473;656472;656471;656470;656469;656468;656467;656466;656451;656450;648775;648774;648766;648765;648764;648763;648762;648559;648552;648548;648546;648543;648542;646232;646231;646230;646229;646228;591967;591963;591957;591637;591635;591633;591631;591630;591629;591628;591627;591626;591623;591622;591621;591620;591619;591617;591615;591614;591613;579058;579057;579056;579055;579054;579053;579052;579051;571277;571276;547886;537451;526545;526538;526537;526536;526534;526533;526532;526530;526528;500506;476026;476024;476021;475616;440063;409368;408769;408768;397056;397052;397021;385978;385977;385976;385975;385974;385973;383980;383979;383978;383969;383966;383965;383964;383963;383961;383960;383956;383954;383950;383948;383941;383937;383936;383934;383929;383923;344038;344034;344032;337026;297757;297756;297755;297751;297750;297749;297748;297747;297746;297745;297744;297743;297742;297741;297740;297739;297726;297722;297720;297718;121219;121214;121211;121206;121202;121200;121198;118640;118639;118637;118635;118628;118626;118624;118619;118617;118612;118610;118582;118580;118578;118577;118572;118569;118549;118544;118540;118526;109753;58779;58144;58141;48695;43303;43299;43296;43294;43291;43287;43284;43281;43276;43274"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Acropomatiformes;Malakichthyidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Actinopteri_186623","Acropomatiformes_3051910","3051914;3051913;3040388;3040387;2992582;2986108;2937805;2937804;2923459;2898414;2893518;2893509;2893486;2893479;2893476;2893474;2863985;2860951;2838355;2768253;2705310;2696598;2696595;2608456;2608455;2608422;2593319;2589313;2589296;2589294;2578408;2578241;2478881;2478880;2306609;2233869;2100589;2036876;2012944;1960914;1917453;1913151;1867361;1841838;1828430;1780477;1780476;1780475;1780474;1779414;1758695;1743396;1723707;1703798;1703794;1680835;1680833;1680631;1680614;1649245;1633520;1633486;1633473;1633472;1506486;1472213;1455669;1455668;1426787;1414513;1382212;1306754;1266867;1182198;1163485;1159865;1158916;1156465;1146977;1048666;1043192;1003777;1003752;1003705;722448;669298;546513;512326;490339;490309;490270;475169;463603;463600;443784;443783;443782;443781;428449;428429;390682;390346;390340;390327;349654;334912;334889;334887;334886;334885;334884;334882;319777;315492;274810;270612;270600;270564;270552;257889;257887;223806;223805;223804;223803;223802;223801;223800;223795;184449;119719;112728;107766;8164"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Catenulida;Retronectidae","Eukaryota_2759","Metazoa_33208","Platyhelminthes_6157","Catenulida_39236","character(0)_character(0)","2880247;2495572;1611831;1076781;1076779;1076772;1076771;1045480;1045479;1045464;947542;908208;662539;570263;570260;570254;570253;570252;570251;570250;570249;231603;231602;52061"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Echinodermata;Pelmatozoa;Crinoidea;Articulata;Comatulida;Catoptometridae","Eukaryota_2759","Metazoa_33208","Echinodermata_7586","Crinoidea_35069","Comatulida_7581","3054914;2999171;2996254;2996253;2996252;2996251;2996250;2995560;2992830;2983440;2983434;2978337;2819924;2804005;2799050;2799049;2799047;2799046;2798273;2797659;2797657;2797655;2797653;2797652;2797651;2797650;2797649;2797648;2797646;2797645;2797644;2797643;2797642;2797235;2797234;2797233;2723955;2711157;2268655;1742589;1742578;1742577;1567145;1541955;1541953;1541949;1541947;1541926;1541920;1541919;1529447;1529445;1529443;1529442;1529440;1529439;1529438;1529436;1529435;1529433;1529424;1529423;1529422;1529421;1529420;1529419;1529418;1529417;1529416;1529415;1529414;1529413;1529412;1529411;1529410;1401013;1401012;1401011;1401010;1332183;1332182;1332178;1332116;1332114;1332109;1332105;1332104;1332101;1332098;1332096;1332095;1332092;1332091;1332089;1332088;1332087;1320744;1320742;1320740;1320736;1320734;1320732;1320730;1320728;1320724;1320722;1320720;1320718;1320716;1320714;1320712;1320710;1320703;1320701;1320699;1320697;1320695;1320691;1320689;1320687;1320685;1320681;1320678;1320672;1320671;1320670;1320667;1320666;1320665;1320664;1320660;1320659;1299298;1081873;1081871;1081870;1081868;707742;707740;707739;707737;707735;707724;707720;707718;707716;707715;707713;707711;707709;707707;707702;707700;707699;706660;706655;706653;706652;706646;706644;706643;638759;545789;398667;329963;303480;303475;303474;228685;106125;106123;105859;73431;72669;35074;7585"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Polyneoptera;Dictyoptera;Blattodea;Blaberoidea;Nyctiboridae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Insecta_50557","Blattodea_85823","3054889;3054887;3054884;3054883;3054882;3054881;3037060;3037058;3037056;3037047;3037046;3037045;3037044;3037043;3037042;3037041;3037040;3037039;3037038;3037037;3037036;3037035;3037034;3037033;3037032;3037031;3037030;3037029;3037028;3036352;3036349;3036343;3036341;3035036;3035035;3035034;3035033;3035032;3035031;3035030;3035029;3035028;3035027;3035026;3033816;3029461;3029292;3025231;3014039;3014038;3014037;3014036;2994887;2993643;2992938;2992524;2992522;2992521;2992520;2992519;2992517;2992516;2992515;2992514;2992513;2991526;2991308;2991294;2991288;2984341;2983716;2983714;2983707;2972407;2972406;2972405;2972404;2972403;2972402;2972401;2972400;2972399;2972398;2952641;2952639;2952637;2952631;2952629;2952628;2952627;2952626;2949558;2949557;2949556;2949555;2949554;2949553;2949552;2942760;2942759;2942758;2942756;2942755;2942754;2942751;2942701;2942700;2942699;2942698;2942697;2942695;2942694;2942693;2942690;2942689;2942688;2942687;2942686;2942685;2942684;2942683;2942615;2942614;2942611;2942610;2942609;2942608;2942607;2942606;2936300;2935469;2933239;2933238;2933237;2933236;2931000;2929989;2918530;2918529;2912541;2910513;2910477;2910475;2910474;2910473;2910472;2910471;2910470;2910192;2909622;2907526;2907525;2907524;2907523;2907522;2907521;2904860;2904855;2904726;2904725;2904724;2902169;2902168;2901279;2896363;2895737;2895736;2888866;2888865;2888864;2888863;2888862;2886249;2876928;2872477;2872427;2872426;2872425;2871731;2859482;2859414;2856153;2856149;2856147;2856146;2856145;2856144;2856143;2856142;2856141;2856140;2856139;2856138;2856137;2856136;2856135;2854117;2854113;2854086;2854084;2854083;2854082;2854081;2854080;2854079;2854078;2854077;2854076;2854074;2854015;2854010;2854009;2842196;2838864;2838863;2838862;2838065;2838064;2838063;2837006;2836066;2830674;2830673;2829136;2829135;2829134;2829133;2829132;2829131;2829130;2829129;2815849;2815436;2814253;2814252;2814251;2813672;2804730;2802464;2795663;2792488;2792486;2785372;2784356;2784353;2784352;2784348;2781055;2778554;2778553;2776751;2776750;2776749;2776748;2770070;2759616;2758388;2755539;2755538;2755537;2755536;2755535;2755534;2755533;2755532;2755527;2755526;2755525;2755524;2755523;2755522;2755519;2755518;2755517;2755515;2755514;2755513;2744873;2744872;2744871;2744870;2740423;2740422;2740421;2740420;2740419;2740418;2740417;2740416;2740415;2740414;2740413;2740412;2740411;2740410;2740409;2740408;2740407;2740406;2735490;2728624;2728618;2728612;2726725;2723888;2723886;2723785;2723784;2723783;2723708;2723707;2723706;2723705;2711305;2699328;2699326;2699173;2698465;2698464;2698462;2698461;2698460;2698459;2698445;2680676;2680393;2680166;2680165;2680131;2662080;2662079;2660729;2654488;2654487;2654486;2654485;2654484;2654483;2609393;2609392;2609391;2609390;2609389;2609388;2609387;2609386;2609385;2609384;2609383;2609382;2609381;2609380;2609379;2609378;2604673;2604671;2603945;2603943;2603942;2603941;2603940;2603939;2591320;2589831;2589830;2589829;2589828;2589827;2589826;2587880;2587878;2587874;2584712;2583744;2580415;2580414;2577065;2577064;2576799;2522213;2522212;2510807;2510806;2508166;2507937;2497005;2496156;2487293;2483479;2421535;2421534;2421533;2421532;2421531;2358287;2358286;2358285;2358284;2358283;2358282;2358281;2358280;2358279;2358278;2358277;2358276;2303998;2303997;2303978;2283792;2283789;2283775;2283769;2283758;2283753;2283749;2283740;2283737;2283736;2283735;2283734;2283731;2283730;2283727;2283724;2283723;2283721;2283720;2283718;2283717;2283716;2283714;2283710;2283706;2283704;2283702;2283699;2283697;2283696;2283695;2283336;2283276;2259893;2259892;2259891;2259890;2259889;2259570;2259547;2259546;2259545;2259544;2259543;2259542;2259541;2218625;2202978;2202976;2163992;2163991;2163990;2163989;2163988;2163940;2163939;2163938;2163936;2163934;2163932;2163931;2163929;2163928;2163927;2163925;2163924;2163923;2163922;2093489;2093487;2093485;2093483;2093453;2093452;2093451;2093450;2093449;2093448;2093447;2093446;2093445;2093444;2093443;2093442;2093441;2093440;2093439;2093438;2093437;2093436;2093435;2093434;2093433;2093432;2093431;2093430;2093429;2093428;2093427;2093245;2082397;2080274;2075532;2052668;2052667;2052666;2052659;2049371;2025384;2024790;2024787;2024776;2024768;2024756;2024755;2024753;2024752;2022706;2012626;2012625;1993918;1990831;1986039;1981921;1980975;1980974;1980973;1980972;1980971;1980970;1980969;1980968;1980967;1980615;1972840;1972839;1972838;1972837;1972836;1972835;1972834;1972833;1972832;1972831;1972830;1972829;1972828;1972827;1972826;1972825;1972824;1972823;1972822;1972821;1972820;1972819;1972818;1972817;1972816;1972815;1972814;1972520;1968761;1964446;1964445;1964444;1964443;1964442;1964441;1964440;1964439;1964438;1964437;1964436;1964435;1964434;1964433;1964432;1964431;1962929;1962926;1962925;1962924;1962923;1962922;1962921;1962920;1962919;1962918;1962917;1962916;1962915;1962914;1962913;1945555;1934902;1934625;1934613;1934611;1934608;1934605;1934602;1934600;1934599;1934598;1934596;1934595;1934590;1934589;1934582;1934581;1934580;1934578;1934577;1934576;1934562;1934561;1934560;1934545;1934544;1934543;1934542;1934539;1934510;1934509;1934508;1934507;1934506;1934505;1934498;1934493;1934491;1934490;1934489;1934488;1934487;1934486;1934485;1934479;1934477;1934476;1934473;1934469;1934468;1934466;1934464;1934458;1934457;1934456;1934455;1934453;1934450;1934449;1934448;1934439;1934436;1934433;1934432;1934431;1934430;1930029;1928800;1928798;1928796;1928794;1928793;1928791;1928789;1928788;1928786;1928784;1928783;1928782;1928781;1928780;1928779;1928778;1928777;1928776;1928775;1928774;1928773;1928772;1928771;1928770;1928769;1928768;1928767;1928766;1928765;1928764;1928763;1922279;1922278;1922277;1922276;1912149;1912148;1908249;1902165;1891680;1889898;1888329;1886643;1884317;1882578;1882577;1882576;1882575;1882574;1882573;1882572;1882571;1880962;1874357;1874246;1856262;1856261;1853079;1853077;1853076;1850356;1844539;1844538;1844537;1844536;1844535;1844532;1844531;1844530;1844529;1844528;1844526;1844480;1826165;1826164;1826163;1826162;1826161;1826160;1826159;1826158;1826157;1826061;1820172;1820171;1820170;1820169;1820168;1820167;1820166;1820165;1820164;1820163;1816837;1816836;1816835;1816834;1816833;1816832;1816831;1816830;1816829;1816828;1816827;1816826;1816825;1816824;1816823;1816822;1816821;1816820;1816819;1816818;1816817;1816816;1816815;1811010;1807942;1805789;1805788;1805786;1805785;1805784;1805783;1805782;1804147;1778934;1778932;1778930;1778929;1778927;1778925;1778921;1778920;1778902;1777130;1703349;1703348;1690526;1690524;1690522;1690521;1690520;1690519;1690518;1690517;1690516;1690515;1690514;1685048;1681228;1670702;1670691;1661876;1661869;1661865;1661856;1661849;1661834;1661828;1661824;1661816;1616959;1603030;1593252;1586085;1586084;1586083;1586082;1585295;1576360;1576354;1576346;1576345;1576344;1576343;1576342;1576341;1576339;1561168;1561167;1558070;1558069;1558068;1558067;1558049;1557694;1557693;1557692;1557691;1557676;1556141;1556101;1556100;1556099;1556098;1556097;1556085;1556084;1556083;1556082;1556081;1555494;1555493;1554550;1554548;1554547;1554546;1554545;1554544;1554536;1554535;1554533;1554532;1548793;1548792;1544293;1544290;1544287;1507049;1507048;1507047;1462718;1461345;1461343;1458454;1458451;1454193;1449738;1436848;1436843;1436841;1436838;1436837;1436835;1436834;1432381;1432379;1432378;1432377;1428130;1427995;1367275;1367272;1367271;1367269;1367267;1354332;1312446;1255085;1249908;1249907;1249905;1249904;1249903;1249902;1236676;1236674;1235899;1231262;1231261;1231260;1225367;1199066;1199065;1198112;1198111;1198109;1141851;1141849;1134123;1134122;1124696;1085568;1080997;1080995;1080993;1080989;1080973;1080971;1075648;1075645;1069831;1056658;1050853;1050852;1049655;1049653;1049650;1049649;1049648;1042818;1042817;1042816;1042815;1036538;983325;983324;948542;948540;948539;948538;931985;915006;915005;906893;906891;765390;765389;765388;732581;711053;697166;697165;697158;678594;678593;676800;674893;674891;674838;645672;645593;641614;641613;641612;641610;596121;596120;574770;568087;568086;544424;529878;521525;521524;521517;521516;521514;521513;521511;515577;508429;508428;508427;508426;508020;508019;508018;508016;508015;498502;498498;498495;488297;488295;488281;488279;488278;488277;488276;488275;488274;488273;488272;488271;488270;488269;486158;486157;486153;483037;483036;483035;481463;479877;479876;479875;479874;479866;479865;479863;448107;448106;448105;448104;448103;448102;448101;448100;448099;448098;445443;445442;445440;437802;437801;435315;435311;435307;427704;424806;424804;424764;424762;424761;415194;408595;406982;406680;406672;406670;406666;406663;406651;406643;406639;406638;406637;406632;406625;406623;406597;406594;406584;406578;406577;406576;406574;406573;406572;406570;387424;383660;378166;378005;378004;378003;378002;378001;378000;377999;377998;377997;377996;377995;377994;377992;377991;377990;377988;377987;377985;377984;377983;377982;377980;377979;377978;377975;377974;377973;377972;377971;377969;377968;377967;377965;377964;377963;377962;377960;377959;377958;377957;377956;377948;377947;377946;377945;377944;377943;377942;377941;377940;377939;377938;377933;377932;377931;377930;377929;377928;377927;377926;377925;377924;377923;377922;377921;377920;377919;377917;377916;377915;377914;377913;377912;377910;377909;377908;377907;377906;377905;377904;377903;377902;377901;377900;377899;377897;377896;377895;377894;377893;377892;377891;377890;377889;377888;377887;377886;377885;377883;377882;377880;377878;377877;377876;377875;377874;377871;377870;377864;377863;377860;377859;377858;377857;377856;377855;377854;377853;377852;377851;377850;377849;377845;377694;377651;376628;370423;370047;367774;367367;361227;355291;355290;355289;348763;348761;348760;348759;348754;348752;344972;344696;344693;344692;344690;344688;344686;332566;327081;327063;325824;315817;315816;315815;315803;315798;306571;306570;306569;306568;306567;306566;306564;306563;306562;306561;304880;304879;303919;303918;303916;303879;303877;300184;299598;298652;297550;297546;297334;297333;291587;286187;286186;286185;286184;286183;286182;282474;282473;282472;282471;282470;280691;280685;280684;280683;280682;280681;280678;274632;270671;261918;256711;256710;256709;256708;256707;256706;256704;244941;242713;232798;232797;232794;232793;232792;232242;231263;229725;229724;229722;229720;229719;229718;229714;229713;229709;229708;229707;229705;229704;229703;229677;229674;229661;229660;229659;229658;229655;229654;229651;229649;229648;229647;229646;229644;229643;229642;223394;221138;221137;221136;221135;221134;221123;221121;216609;215409;201979;201613;201611;201609;201608;201600;201599;201598;201597;201596;201591;201590;201589;201581;201580;201579;201578;201577;201576;201573;201539;201537;201536;201535;201534;197767;197766;197765;197738;187581;187576;187574;187566;187564;187560;187558;187553;187551;187549;187547;187545;187543;187541;187539;187537;187535;187533;187531;187529;187525;187523;187522;187521;187520;187519;187518;187517;186107;184826;161578;155721;155200;153195;153194;153193;153192;153191;153190;153189;152182;151327;144742;144741;143604;141915;141914;141913;141912;141911;141910;138614;138613;138612;138611;138610;138609;138608;138607;138606;137007;136037;132935;127398;127392;127391;127387;127386;127385;127381;127380;127379;119679;119669;119666;115113;114645;114644;114643;114642;114641;114640;114639;114638;114637;114636;114635;114634;114633;114632;112984;112983;112982;112981;112980;112979;112978;112977;112976;112975;112973;112972;112971;112970;112969;112968;112967;112966;112965;112964;112962;112959;112958;112957;112956;112955;112954;112953;112951;112950;112949;112948;112947;112946;112945;112944;112943;112942;112941;112940;112939;112937;112936;112935;112929;112927;112925;112923;112921;112919;112917;112481;112480;112479;112478;112477;112476;112475;109984;109983;105800;105798;105797;105796;105795;105794;105793;105791;105790;105789;105788;105787;105786;105785;105784;105783;105782;105781;105780;105779;105778;105776;105774;105431;104041;104033;103004;103003;103002;103001;103000;102999;102998;99801;99800;93199;89837;89836;89835;87337;87336;83902;83667;76901;76899;76108;73857;73855;72654;70922;70855;66619;66617;66616;66615;64674;64673;64670;63739;63626;63625;63624;62961;62960;62959;62957;62952;62950;62947;62945;62943;62737;62734;62732;60591;60588;60586;60575;60569;57123;52233;46575;46573;46571;46568;46566;46564;45965;45963;45961;37813;36989;36987;36984;36981;36979;36977;36976;36975;36974;36972;36971;36969;36968;36966;36965;36963;36961;36959;36957;36955;36953;36951;36949;36947;36945;36943;36942;13140;13139;7503;7085;6990;6984;6982;6981;6978;6976;6973"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Placozoa;Uniplacotomia;Hoilungea;Hoilungidae","Eukaryota_2759","Metazoa_33208","Placozoa_10226","Uniplacotomia_3043701","Hoilungea_3043704","1964320"
