"full_branch","superkingdom","kingdom","phylum","class","order","family"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Atherinomorphae;Cyprinodontiformes;Cyprinodontoidei;Pantanodontidae","Eukaryota","Metazoa","Chordata","Actinopteri","Cyprinodontiformes","Pantanodontidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Tunicata;Appendicularia;Copelata;Kowalevskiidae","Eukaryota","Metazoa","Chordata","Appendicularia","Copelata","Kowalevskiidae"
"cellular organisms;Eukaryota;Sar;Alveolata;Perkinsozoa;Parviluciferaceae","Eukaryota","na","Perkinsozoa","na","na","Parviluciferaceae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Paraneoptera;Psocodea;Psocoptera;Troctomorpha;Nanopsocetae;Liposcelididae","Eukaryota","Metazoa","Arthropoda","Insecta","Psocoptera","Liposcelididae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Ustilaginomycotina;Ustilaginomycetes;Ustilaginales;Ustilaginales incertae sedis;Cintractiellaceae","Eukaryota","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Cintractiellaceae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Polychaeta;Errantia;Phyllodocida;Iospilidae","Eukaryota","Metazoa","Annelida","Polychaeta","Phyllodocida","Iospilidae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Sordariomycetidae;Magnaporthales;Ophioceraceae","Eukaryota","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Ophioceraceae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Sordariomycetidae;Magnaporthales;Pyriculariaceae","Eukaryota","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Pyriculariaceae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;Euthyneura;Tectipleura;Cephalaspidea;Philinoidea;Antarctophilinidae","Eukaryota","Metazoa","Mollusca","Gastropoda","Cephalaspidea","Antarctophilinidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Eucarida;Decapoda;Pleocyemata;Brachyura;Eubrachyura;Heterotremata;Trichopeltarioidea;Trichopeltariidae","Eukaryota","Metazoa","Arthropoda","Malacostraca","Decapoda","Trichopeltariidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Paraneoptera;Psocodea;Phthiraptera;Anoplura;Enderleinellidae","Eukaryota","Metazoa","Arthropoda","Insecta","Phthiraptera","Enderleinellidae"
"cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Foraminifera;Rotaliida;Globigerinina;Globigerinitoidea;Globigerinitidae","Eukaryota","na","Foraminifera","na","Rotaliida","Globigerinitidae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Pucciniomycotina;Cystobasidiomycetes;Cystobasidiales;Microsporomycetaceae","Eukaryota","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Microsporomycetaceae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Araneae;Araneomorphae;Entelegynae;RTA clade;Udubidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Araneae","Udubidae"
"cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;PX clade;Phaeophyceae;Ralfsiales;Hapalospongidiaceae","Eukaryota","na","na","Phaeophyceae","Ralfsiales","Hapalospongidiaceae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Caenogastropoda;Neogastropoda;Muricoidea;Marginellidae","Eukaryota","Metazoa","Mollusca","Gastropoda","Neogastropoda","Marginellidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Ostariophysi;Otophysi;Cypriniphysae;Cypriniformes;Cyprinoidei;Acheilognathidae","Eukaryota","Metazoa","Chordata","Actinopteri","Cypriniformes","Acheilognathidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Ostariophysi;Otophysi;Cypriniphysae;Cypriniformes;Cobitoidei;Gastromyzontidae","Eukaryota","Metazoa","Chordata","Actinopteri","Cypriniformes","Gastromyzontidae"
"cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Trebouxiophyceae;Trebouxiales;Trebouxiaceae","Eukaryota","Viridiplantae","Chlorophyta","Trebouxiophyceae","Trebouxiales","Trebouxiaceae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Patellogastropoda;Lottioidea;Pectinodontidae","Eukaryota","Metazoa","Mollusca","Gastropoda","na","Pectinodontidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Tunicata;Appendicularia;Copelata;Fritillariidae","Eukaryota","Metazoa","Chordata","Appendicularia","Copelata","Fritillariidae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;Porodiplodiaceae","Eukaryota","Fungi","Ascomycota","Leotiomycetes","Helotiales","Porodiplodiaceae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetidae;Agaricales;Agaricales incertae sedis;Broomeiaceae","Eukaryota","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Broomeiaceae"
"cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Polycystinea;Nassellaria;Cannobotryidae","Eukaryota","na","na","Polycystinea","Nassellaria","Cannobotryidae"
"cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Polycystinea;Nassellaria;Artostrobiidae","Eukaryota","na","na","Polycystinea","Nassellaria","Artostrobiidae"
"cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Polycystinea;Nassellaria;Carpocaniidae","Eukaryota","na","na","Polycystinea","Nassellaria","Carpocaniidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Polyneoptera;Phasmatodea;Verophasmatodea;Anareolatae;Lonchodidae","Eukaryota","Metazoa","Arthropoda","Insecta","Phasmatodea","Lonchodidae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Hypocreomycetidae;Hypocreales;Sarocladiaceae","Eukaryota","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Sarocladiaceae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Thecostraca;Cirripedia;Rhizocephala;Mycetomorphidae","Eukaryota","Metazoa","Arthropoda","Thecostraca","na","Mycetomorphidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Trematoda;Digenea;Strigeidida;Strigeidida incertae sedis;Thapariellidae","Eukaryota","Metazoa","Platyhelminthes","Trematoda","Strigeidida","Thapariellidae"
"cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Bryophyta;Bryophytina;Bryopsida;Bryidae;Hypnanae;Hypnales;Stereodontaceae","Eukaryota","Viridiplantae","Streptophyta","Bryopsida","Hypnales","Stereodontaceae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Hydrozoa;Hydroidolina;Leptothecata;Plumaleciidae","Eukaryota","Metazoa","Cnidaria","Hydrozoa","Leptothecata","Plumaleciidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Peracarida;Isopoda;Oniscidea;Crinocheta;Agnaridae","Eukaryota","Metazoa","Arthropoda","Malacostraca","Isopoda","Agnaridae"
"cellular organisms;Eukaryota;Sar;Rhizaria;Endomyxa;Vampyrellida;Placopodidae","Eukaryota","na","Endomyxa","na","Vampyrellida","Placopodidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Rhabditophora;Polycladida;Cotylea;Anonymidae","Eukaryota","Metazoa","Platyhelminthes","Rhabditophora","Polycladida","Anonymidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Patellogastropoda;Eoacmaeoidea;Eoacmaeidae","Eukaryota","Metazoa","Mollusca","Gastropoda","na","Eoacmaeidae"
"cellular organisms;Eukaryota;Sar;Stramenopiles;Oomycota;Peronosporales;Pontismataceae","Eukaryota","na","Oomycota","na","Peronosporales","Pontismataceae"
"cellular organisms;Eukaryota;Sar;Stramenopiles;Oomycota;Peronosporales;Ectrogellaceae","Eukaryota","na","Oomycota","na","Peronosporales","Ectrogellaceae"
"cellular organisms;Eukaryota;Discoba;Euglenozoa;Euglenida;Ploeotiidae","Eukaryota","na","Euglenozoa","Euglenida","na","Ploeotiidae"
"cellular organisms;Eukaryota;Discoba;Euglenozoa;Euglenida;Spirocuta;Heteronematina;Heteronematales;Lentomonadidae","Eukaryota","na","Euglenozoa","Euglenida","Heteronematales","Lentomonadidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Placozoa;Uniplacotomia;Trichoplacea;Trichoplacidae","Eukaryota","Metazoa","Placozoa","Uniplacotomia","Trichoplacea","Trichoplacidae"
"cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;Protosiphonales;Protosiphonaceae","Eukaryota","Viridiplantae","Chlorophyta","Chlorophyceae","Protosiphonales","Protosiphonaceae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Caenogastropoda;Neogastropoda;Buccinoidea;Pisaniidae","Eukaryota","Metazoa","Mollusca","Gastropoda","Neogastropoda","Pisaniidae"
"cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Spirotrichea;Stichotrichia;Stichotrichida;Psilotrichidae","Eukaryota","na","Ciliophora","Spirotrichea","Stichotrichida","Psilotrichidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Amphiesmenoptera;Lepidoptera;Glossata;Neolepidoptera;Heteroneura;Ditrysia;Obtectomera;Noctuoidea;Euteliidae","Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Euteliidae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;Pezizellaceae","Eukaryota","Fungi","Ascomycota","Leotiomycetes","Helotiales","Pezizellaceae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Chytridiales;Asterophlyctaceae","Eukaryota","Fungi","Chytridiomycota","Chytridiomycetes","Chytridiales","Asterophlyctaceae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Eucarida;Decapoda;Pleocyemata;Brachyura;Eubrachyura;Heterotremata;Hexapodoidea;Hexapodidae","Eukaryota","Metazoa","Arthropoda","Malacostraca","Decapoda","Hexapodidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Enoplea;Dorylaimia;Dorylaimida;Nygolaimina;Nygolaimoidea;Aetholaimidae","Eukaryota","Metazoa","Nematoda","Enoplea","Dorylaimida","Aetholaimidae"
"cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Foraminifera;Lituolida;Nouriidae","Eukaryota","na","Foraminifera","na","Lituolida","Nouriidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Ostariophysi;Otophysi;Characiphysae;Siluriformes;Siluroidei;Auchenoglanididae","Eukaryota","Metazoa","Chordata","Actinopteri","Siluriformes","Auchenoglanididae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Ostariophysi;Otophysi;Characiphysae;Siluriformes;Siluroidei;Claroteidae","Eukaryota","Metazoa","Chordata","Actinopteri","Siluriformes","Claroteidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Hexanauplia;Copepoda;Neocopepoda;Podoplea;Harpacticoida;Nannopodidae","Eukaryota","Metazoa","Arthropoda","Hexanauplia","Harpacticoida","Nannopodidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Caenogastropoda;Littorinimorpha;Tonnoidea;Cymatiidae","Eukaryota","Metazoa","Mollusca","Gastropoda","Littorinimorpha","Cymatiidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Caenogastropoda;Littorinimorpha;Tonnoidea;Thalassocyonidae","Eukaryota","Metazoa","Mollusca","Gastropoda","Littorinimorpha","Thalassocyonidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Caenogastropoda;Littorinimorpha;Tonnoidea;Laubierinidae","Eukaryota","Metazoa","Mollusca","Gastropoda","Littorinimorpha","Laubierinidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;Euthyneura;Nudipleura;Nudibranchia;Cladobranchia;Flabellinoidea;Flabellinopsidae","Eukaryota","Metazoa","Mollusca","Gastropoda","Nudibranchia","Flabellinopsidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Eucarida;Decapoda;Pleocyemata;Caridea;Nematocarcinoidea;Lipkiidae","Eukaryota","Metazoa","Arthropoda","Malacostraca","Decapoda","Lipkiidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Trombidiformes;Prostigmata;Eupodina;Tydeoidea;Triophtydeidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Trombidiformes","Triophtydeidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Trombidiformes;Prostigmata;Anystina;Anystae;Anystoidea;Erythracaridae","Eukaryota","Metazoa","Arthropoda","Arachnida","Trombidiformes","Erythracaridae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;Euthyneura;Panpulmonata;Eupulmonata;Stylommatophora;Helicina;Urocoptoidea;Eucalodiidae","Eukaryota","Metazoa","Mollusca","Gastropoda","Stylommatophora","Eucalodiidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;Euthyneura;Panpulmonata;Eupulmonata;Stylommatophora;Helicina;Urocoptoidea;Epirobiidae","Eukaryota","Metazoa","Mollusca","Gastropoda","Stylommatophora","Epirobiidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;Euthyneura;Panpulmonata;Sacoglossa;Oxynooidea;Cylindrobullidae","Eukaryota","Metazoa","Mollusca","Gastropoda","na","Cylindrobullidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;Euthyneura;Panpulmonata;Eupulmonata;Stylommatophora;Helicina;Rhytidoidea;Clavatoridae","Eukaryota","Metazoa","Mollusca","Gastropoda","Stylommatophora","Clavatoridae"
"cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Foraminifera;Rotaliida;Discorboidea;Cancrisidae","Eukaryota","na","Foraminifera","na","Rotaliida","Cancrisidae"
"cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Foraminifera;Rotaliida;Cassidulinacea;Bolivinellidae","Eukaryota","na","Foraminifera","na","Rotaliida","Bolivinellidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;Uropodina;Dithinozerconidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Mesostigmata","Dithinozerconidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Licneremaeoidea;Micreremidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Micreremidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;Euthyneura;Tectipleura;Cephalaspidea;Philinoidea;Philinorbidae","Eukaryota","Metazoa","Mollusca","Gastropoda","Cephalaspidea","Philinorbidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Cestoda;Eucestoda;Cyclophyllidea;Dioecocestidae","Eukaryota","Metazoa","Platyhelminthes","Cestoda","Cyclophyllidea","Dioecocestidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Cestoda;Eucestoda;Cyclophyllidea;Schistotaeniidae","Eukaryota","Metazoa","Platyhelminthes","Cestoda","Cyclophyllidea","Schistotaeniidae"
"cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;Synurophyceae;Synurales;Neotessellaceae","Eukaryota","na","na","Synurophyceae","Synurales","Neotessellaceae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Trombidiformes;Prostigmata;Eleutherengona;Raphignathae;Raphignathoidea;Eupalopsellidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Trombidiformes","Eupalopsellidae"
"cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta;Coscinodiscophyceae;Coscinodiscophycidae;Melosirales;Orthoseiraceae","Eukaryota","na","Bacillariophyta","Coscinodiscophyceae","Melosirales","Orthoseiraceae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Amphiesmenoptera;Lepidoptera;Glossata;Neolepidoptera;Heteroneura;Ditrysia;Tineoidea;Meessiidae","Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Meessiidae"
"cellular organisms;Eukaryota;Opisthokonta;Rotosphaerida;Fonticulaceae","Eukaryota","na","na","na","Rotosphaerida","Fonticulaceae"
"cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Ceramiales;Spyridiaceae","Eukaryota","na","Rhodophyta","Florideophyceae","Ceramiales","Spyridiaceae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;Ploettnerulaceae","Eukaryota","Fungi","Ascomycota","Leotiomycetes","Helotiales","Ploettnerulaceae"
"cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Marchantiophyta;Jungermanniopsida;Jungermanniidae;Jungermanniales;Jungermanniineae;Harpanthaceae","Eukaryota","Viridiplantae","Streptophyta","Jungermanniopsida","Jungermanniales","Harpanthaceae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Paraneoptera;Hemiptera;Sternorrhyncha;Coccoidea;Xylococcidae","Eukaryota","Metazoa","Arthropoda","Insecta","Hemiptera","Xylococcidae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Sordariomycetidae;Sordariomycetidae incertae sedis;Rhamphoriaceae","Eukaryota","Fungi","Ascomycota","Sordariomycetes","na","Rhamphoriaceae"
