"","full_branch","superkingdom","kingdom","phylum","class","order","family"
"85","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Rhabditophora;Mariplanellida;Mariplanellidae","Eukaryota_2759","Metazoa_33208","Platyhelminthes_6157","Rhabditophora_147100","Mariplanellida_2984825","Mariplanellidae_2984826"
"86","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Pucciniomycotina;Agaricostilbomycetes;Agaricostilbales;Crittendeniaceae","Eukaryota_2759","Fungi_4751","Basidiomycota_5204","Agaricostilbomycetes_162480","Agaricostilbales_48846","Crittendeniaceae_2984101"
"87","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetidae;Agaricales;Pleurotineae;Phyllotopsidaceae","Eukaryota_2759","Fungi_4751","Basidiomycota_5204","Agaricomycetes_155619","Agaricales_5338","Phyllotopsidaceae_2983526"
"88","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetes incertae sedis;Polyporales;Phaeolaceae","Eukaryota_2759","Fungi_4751","Basidiomycota_5204","Agaricomycetes_155619","Polyporales_5303","Phaeolaceae_2983429"
"89","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetes incertae sedis;Polyporales;Fibroporiaceae","Eukaryota_2759","Fungi_4751","Basidiomycota_5204","Agaricomycetes_155619","Polyporales_5303","Fibroporiaceae_2983427"
"90","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetes incertae sedis;Polyporales;Laricifomitaceae","Eukaryota_2759","Fungi_4751","Basidiomycota_5204","Agaricomycetes_155619","Polyporales_5303","Laricifomitaceae_2983425"
"91","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetes incertae sedis;Polyporales;Taiwanofungaceae","Eukaryota_2759","Fungi_4751","Basidiomycota_5204","Agaricomycetes_155619","Polyporales_5303","Taiwanofungaceae_2983386"
"92","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetes incertae sedis;Polyporales;Adustoporiaceae","Eukaryota_2759","Fungi_4751","Basidiomycota_5204","Agaricomycetes_155619","Polyporales_5303","Adustoporiaceae_2983338"
"93","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetes incertae sedis;Polyporales;Postiaceae","Eukaryota_2759","Fungi_4751","Basidiomycota_5204","Agaricomycetes_155619","Polyporales_5303","Postiaceae_2983313"
"94","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetes incertae sedis;Polyporales;Piptoporellaceae","Eukaryota_2759","Fungi_4751","Basidiomycota_5204","Agaricomycetes_155619","Polyporales_5303","Piptoporellaceae_2983306"
"95","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetes incertae sedis;Polyporales;Auriporiaceae","Eukaryota_2759","Fungi_4751","Basidiomycota_5204","Agaricomycetes_155619","Polyporales_5303","Auriporiaceae_2983203"
"96","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Hymenoptera;Apocrita;Proctotrupomorpha;Chalcidoidea;Eriaporidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Insecta_50557","Hymenoptera_7399","Eriaporidae_2982982"
"97","cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Litostomatea;Haptoria;Pleurostomatida;Paralitonotidae","Eukaryota_2759","character(0)_character(0)","Ciliophora_5878","Litostomatea_5988","Pleurostomatida_197906","Paralitonotidae_2982934"
"98","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Polyneoptera;Zoraptera;Spiralizoridae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Insecta_50557","Zoraptera_30265","Spiralizoridae_2982325"
"99","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetidae;Agaricales;Tricholomatineae;Biannulariaceae","Eukaryota_2759","Fungi_4751","Basidiomycota_5204","Agaricomycetes_155619","Agaricales_5338","Biannulariaceae_2982301"
"100","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Hymenoptera;Tenthredinoidea;Athaliidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Insecta_50557","Hymenoptera_7399","Athaliidae_2982298"
"101","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;Euthyneura;Panpulmonata;Eupulmonata;Stylommatophora;Helicina;Helicoidea;Pleurodontidae","Eukaryota_2759","Metazoa_33208","Mollusca_6447","Gastropoda_6448","Stylommatophora_6527","Pleurodontidae_2982226"
"102","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetidae;Agaricales;Agaricineae;Mythicomycetaceae","Eukaryota_2759","Fungi_4751","Basidiomycota_5204","Agaricomycetes_155619","Agaricales_5338","Mythicomycetaceae_2982225"
"103","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetidae;Agaricales;Agaricineae;Galeropsidaceae","Eukaryota_2759","Fungi_4751","Basidiomycota_5204","Agaricomycetes_155619","Agaricales_5338","Galeropsidaceae_2982187"
"104","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetidae;Agaricales;Tricholomatineae;Clitocybaceae","Eukaryota_2759","Fungi_4751","Basidiomycota_5204","Agaricomycetes_155619","Agaricales_5338","Clitocybaceae_2982168"
"105","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Oripodoidea;Neotrichozetidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Arachnida_6854","Sarcoptiformes_83137","Neotrichozetidae_2978576"
"106","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Peracarida;Isopoda;Epicaridea;Cryptoniscoidea;Hemioniscidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Malacostraca_6681","Isopoda_29979","Hemioniscidae_2976922"
"107","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetidae;Agaricales;Agaricineae;Squamanitaceae","Eukaryota_2759","Fungi_4751","Basidiomycota_5204","Agaricomycetes_155619","Agaricales_5338","Squamanitaceae_2976386"
"108","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Caenogastropoda;Littorinimorpha;Truncatelloidea;Helicostoidae","Eukaryota_2759","Metazoa_33208","Mollusca_6447","Gastropoda_6448","Littorinimorpha_216294","Helicostoidae_2976178"
"109","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Plectia;Rhabditica;Panagrolaimida;Aphelenchoidoididae","Eukaryota_2759","Metazoa_33208","Nematoda_6231","Chromadorea_119089","Plectia_2976037","Aphelenchoidoididae_2976040"
"110","cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;Eustigmatophyceae;Eustigmatales;Chlorobotryaceae","Eukaryota_2759","character(0)_character(0)","character(0)_character(0)","Eustigmatophyceae_5747","Eustigmatales_425074","Chlorobotryaceae_2974601"
"111","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Nemertea;Palaeonemertea;Archinemertea;Cephalotrichellidae","Eukaryota_2759","Metazoa_33208","Nemertea_6217","Palaeonemertea_1684132","Archinemertea_2973474","Cephalotrichellidae_2973477"
"112","cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;PX clade;Phaeophyceae;Ralfsiales;Sungminiaceae","Eukaryota_2759","character(0)_character(0)","character(0)_character(0)","Phaeophyceae_2870","Ralfsiales_891380","Sungminiaceae_2971998"
"113","cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Spirotrichea;Hypotrichia;Deviatidae","Eukaryota_2759","character(0)_character(0)","Ciliophora_5878","Spirotrichea_33829","character(0)_character(0)","Deviatidae_2971008"
"114","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Chaetothyriomycetidae;Chaetothyriomycetidae incertae sedis;Pleostigmataceae","Eukaryota_2759","Fungi_4751","Ascomycota_4890","Eurotiomycetes_147545","character(0)_character(0)","Pleostigmataceae_2970128"
"115","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Passeriformes;Cardinalidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Aves_8782","Passeriformes_9126","Cardinalidae_2969676"
"116","cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Odontostomatea;Odontostomatida;Mylestomatidae","Eukaryota_2759","character(0)_character(0)","Ciliophora_5878","Odontostomatea_2304343","Odontostomatida_408070","Mylestomatidae_2966243"
"117","cellular organisms;Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;Barbeliidae","Eukaryota_2759","character(0)_character(0)","Heterolobosea_5752","character(0)_character(0)","character(0)_character(0)","Barbeliidae_2966212"
"118","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Spirurina;Spiruromorpha;Thelazioidea;Pneumospiruridae","Eukaryota_2759","Metazoa_33208","Nematoda_6231","Chromadorea_119089","Rhabditida_6236","Pneumospiruridae_2964484"
"119","cellular organisms;Eukaryota;Discoba;Jakobida;Ophirinina;Ophirinidae","Eukaryota_2759","character(0)_character(0)","character(0)_character(0)","character(0)_character(0)","Jakobida_556282","Ophirinidae_2963707"
"120","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Polyneoptera;Dermaptera;Neodermaptera;Protodermaptera;Pygidicranoidea;Haplodiplatyidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Insecta_50557","Dermaptera_27434","Haplodiplatyidae_2962941"
"121","cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Corallinophycidae;Corallinales;Spongitidaceae","Eukaryota_2759","character(0)_character(0)","Rhodophyta_2763","Florideophyceae_2806","Corallinales_31395","Spongitidaceae_2962779"
"122","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Onygenales;Neogymnomycetaceae","Eukaryota_2759","Fungi_4751","Ascomycota_4890","Eurotiomycetes_147545","Onygenales_33183","Neogymnomycetaceae_2962682"
"123","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Onygenales;Malbrancheaceae","Eukaryota_2759","Fungi_4751","Ascomycota_4890","Eurotiomycetes_147545","Onygenales_33183","Malbrancheaceae_2962669"
"124","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Acroechinoidea;Diadematacea;Echinothurioida;Phormosomatidae","Eukaryota_2759","Metazoa_33208","Echinodermata_7586","Echinoidea_7625","Echinothurioida_41369","Phormosomatidae_2962506"
"125","cellular organisms;Eukaryota;Amoebozoa;Tubulinea;Elardia;Arcellinida;Difflugina;Cylindriflugiidae","Eukaryota_2759","character(0)_character(0)","Tubulinea_555369","Elardia_2681632","Arcellinida_318493","Cylindriflugiidae_2962153"
"126","cellular organisms;Eukaryota;Sar;Stramenopiles;Oomycota;Leptomitales;Leptolegniellaceae","Eukaryota_2759","character(0)_character(0)","Oomycota_4762","character(0)_character(0)","Leptomitales_92979","Leptolegniellaceae_2957608"
"127","cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Magnoliidae;Piperales;Asaraceae","Eukaryota_2759","Viridiplantae_33090","Streptophyta_35493","Magnoliopsida_3398","Piperales_16736","Asaraceae_2956716"
"128","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Onygenales;Spiromastigoidaceae","Eukaryota_2759","Fungi_4751","Ascomycota_4890","Eurotiomycetes_147545","Onygenales_33183","Spiromastigoidaceae_2955203"
"129","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Oripodoidea;Drymobatidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Arachnida_6854","Sarcoptiformes_83137","Drymobatidae_2953940"
"130","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;Euthyneura;Tectipleura;Pteropoda;Thecosomata;Euthecosomata;Cavolinioidea;Cliidae","Eukaryota_2759","Metazoa_33208","Mollusca_6447","Gastropoda_6448","Pteropoda_977783","Cliidae_2953186"
"131","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;Euthyneura;Tectipleura;Pteropoda;Thecosomata;Euthecosomata;Cavolinioidea;Cuvierinidae","Eukaryota_2759","Metazoa_33208","Mollusca_6447","Gastropoda_6448","Pteropoda_977783","Cuvierinidae_2952969"
"132","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Porifera;Calcarea;Calcaronea;Leucosolenida;Sycanthidae","Eukaryota_2759","Metazoa_33208","Porifera_6040","Calcarea_27929","Leucosolenida_86011","Sycanthidae_2952945"
"133","cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Marchantiophyta;Jungermanniopsida;Jungermanniidae;Jungermanniales;Cephaloziineae;Obtusifoliaceae","Eukaryota_2759","Viridiplantae_33090","Streptophyta_35493","Jungermanniopsida_186771","Jungermanniales_3199","Obtusifoliaceae_2950208"
"134","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Spirurina;Oxyuridomorpha;Thelastomatoidea;Protrelloididae","Eukaryota_2759","Metazoa_33208","Nematoda_6231","Chromadorea_119089","Rhabditida_6236","Protrelloididae_2949392"
"135","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Pennatuloidea;Sessiliflorae;Pseudumbellulidae","Eukaryota_2759","Metazoa_33208","Cnidaria_6073","Anthozoa_6101","Scleralcyonacea_3028851","Pseudumbellulidae_2948563"
"136","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Irregularia;Neognathostomata;Rotulidae","Eukaryota_2759","Metazoa_33208","Echinodermata_7586","Echinoidea_7625","character(0)_character(0)","Rotulidae_2945917"
"137","cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Sphaeropleales;Nephrocytiaceae","Eukaryota_2759","Viridiplantae_33090","Chlorophyta_3041","Chlorophyceae_3166","Sphaeropleales_35491","Nephrocytiaceae_2940120"
"138","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;Euthyneura;Panpulmonata;Eupulmonata;Stylommatophora;Helicina;Pupilloidea;Spelaeodiscidae","Eukaryota_2759","Metazoa_33208","Mollusca_6447","Gastropoda_6448","Stylommatophora_6527","Spelaeodiscidae_2939665"
"139","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Coleoptera;Polyphaga;Cucujiformia;Coccinelloidea;Anamorphidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Insecta_50557","Coleoptera_7041","Anamorphidae_2939017"
"140","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Plateremaeoidea;Pedrocortesellidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Arachnida_6854","Sarcoptiformes_83137","Pedrocortesellidae_2938892"
"141","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Plateremaeoidea;Lyrifissellidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Arachnida_6854","Sarcoptiformes_83137","Lyrifissellidae_2938888"
"142","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Clitellata;Oligochaeta;Alluroidida;Alluroididae","Eukaryota_2759","Metazoa_33208","Annelida_6340","Clitellata_42113","Alluroidida_2933416","Alluroididae_2933417"
"143","cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Microsporidia;Pansporoblastina;Astathelohaniidae","Eukaryota_2759","Fungi_4751","Microsporidia_6029","character(0)_character(0)","character(0)_character(0)","Astathelohaniidae_2932329"
"144","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Keratoisididae","Eukaryota_2759","Metazoa_33208","Cnidaria_6073","Anthozoa_6101","Scleralcyonacea_3028851","Keratoisididae_2931962"
"145","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Pennatuloidea;Sessiliflorae;Chunellidae","Eukaryota_2759","Metazoa_33208","Cnidaria_6073","Anthozoa_6101","Scleralcyonacea_3028851","Chunellidae_2931956"
"146","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Mopseidae","Eukaryota_2759","Metazoa_33208","Cnidaria_6073","Anthozoa_6101","Scleralcyonacea_3028851","Mopseidae_2931947"
"147","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Rhabditophora;Seriata;Tricladida;Cavernicola;Amphibioplanidae","Eukaryota_2759","Metazoa_33208","Platyhelminthes_6157","Rhabditophora_147100","Tricladida_6159","Amphibioplanidae_2930277"
"148","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Eucarida;Decapoda;Pleocyemata;Brachyura;Eubrachyura;Heterotremata;Leucosioidea;Iphiculidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Malacostraca_6681","Decapoda_6683","Iphiculidae_2929743"
"149","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Passeriformes;Regulidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Aves_8782","Passeriformes_9126","Regulidae_2927774"
"150","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Bryozoa;Gymnolaemata;Cheilostomatida;Flustrina;Buguloidea;Epistomiidae","Eukaryota_2759","Metazoa_33208","Bryozoa_10205","Gymnolaemata_10206","Cheilostomatida_10207","Epistomiidae_2924084"
"151","cellular organisms;Eukaryota;Sar;Rhizaria;Endomyxa;Vampyrellida;Sericomyxidae","Eukaryota_2759","character(0)_character(0)","Endomyxa_2604748","character(0)_character(0)","Vampyrellida_1367446","Sericomyxidae_2923026"
"152","cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Amphidiniales;Amphidiniaceae","Eukaryota_2759","character(0)_character(0)","character(0)_character(0)","Dinophyceae_2864","Amphidiniales_2922898","Amphidiniaceae_2922899"
"153","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Hexanauplia;Copepoda;Neocopepoda;Podoplea;Cyclopoida;Philichthyidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Hexanauplia_72037","Cyclopoida_84308","Philichthyidae_2918057"
